images,retweet_of,handle_original_tweet,handle_original_tweet_name,handle_original_tweet_user,type_of_tweet,time_elapsed,comments_on_tweet,retweets_on_tweet,quote_on_tweet,likes_on_tweet,text,link,profile,profile_handle,posts,likes,followers,following,user,username,quote_original_text
[],Rajesh Agrawal retweeted,,Sadiq Khan,@SadiqKhan,retweet,"May 8, 2024 · 7:58 AM UTC",3,91,41,563,"NEW: South by Southwest is heading to London in 2025! ⁦🙌🏾

Absolutely thrilled to welcome @sxsw to London for the first time ever - confirming our place at the heart of Europe’s tech and creative sectors & as a global capital of culture.
 cityam.com/south-by-southwes…",https://nitter.poast.org/SadiqKhan/status/1788116244362596693#m,Rajesh Agrawal,RajeshAgrawal,6894,1524,10765,1068,Sadiq Khan,@SadiqKhan,
"['https://nitter.poast.org/pic/orig/media%2FGMzsy4gW0AAEUlm.jpg', 'https://nitter.poast.org/pic/orig/media%2FGMzsy4nWEAEUcca.jpg', 'https://nitter.poast.org/pic/orig/media%2FGMzsy4nWEAAMZZE.jpg', 'https://nitter.poast.org/pic/orig/media%2FGMzsy4mWIAAEw9m.jpg']",Rajesh Agrawal retweeted,,Jewish Labour Movement,@JewishLabour,retweet,"May 5, 2024 · 10:15 AM UTC",14,46,2,294,"Mazal tov to @SadiqKhan on winning a historic third term as Mayor of London!

Your win marks the triumph of hope over the politics of fear, division and racism.

We’re proud to have nominated and campaigned for you.",https://nitter.poast.org/JewishLabour/status/1787063518283317392#m,Rajesh Agrawal,RajeshAgrawal,6894,1524,10765,1068,Jewish Labour Movement,@JewishLabour,
"['https://nitter.poast.org/pic/orig/media%2FGMzNPF7XgAACg8J.jpg', 'https://nitter.poast.org/pic/orig/media%2FGMzNPOpXMAA12U3.jpg']",,,,@SadiqKhan,quote,"May 5, 2024 · 7:58 AM UTC",,1,,7,💙,https://nitter.poast.org/RajeshAgrawal/status/1787029084205203533#m,Rajesh Agrawal,RajeshAgrawal,6894,1524,10765,1068,Rajesh Agrawal,@RajeshAgrawal,"How it started              How it’s going

Thank you London. ❤️🙏🏿"
['https://nitter.poast.org/pic/orig/media%2FGMv1dR0WoAECWVd.jpg'],Rajesh Agrawal retweeted,,Rajesh Agrawal,@RajeshAgrawal,retweet,"May 4, 2024 · 4:14 PM UTC",2,7,1,58,"Many congratulations to my friend @SadiqKhan for winning the confidence of Londoners for the record third term! 

Sadiq’s win is a win of hope, unity and resilience. 

#LondonMayorElection",https://nitter.poast.org/RajeshAgrawal/status/1786791565723140508#m,Rajesh Agrawal,RajeshAgrawal,6894,1524,10765,1068,Rajesh Agrawal,@RajeshAgrawal,
[],Rajesh Agrawal retweeted,,Mike Bloomberg,@MikeBloomberg,retweet,"May 4, 2024 · 3:16 PM UTC",399,313,50,"1,924","A big congratulations to Mayor @SadiqKhan on a well-earned victory. His innovative leadership has made London safer, healthier, more inclusive and more prosperous. I look forward to seeing - and continuing to support - the progress London will make in the years ahead.",https://nitter.poast.org/MikeBloomberg/status/1786777041745944610#m,Rajesh Agrawal,RajeshAgrawal,6894,1524,10765,1068,Mike Bloomberg,@MikeBloomberg,
[],Rajesh Agrawal retweeted,,Politics UK,@PolitlcsUK,retweet,"May 3, 2024 · 12:17 PM UTC",25,230,49,"2,355",🚨 BREAKING: Labour declares VICTORY in the East Midlands mayoral election,https://nitter.poast.org/PolitlcsUK/status/1786369417426722957#m,Rajesh Agrawal,RajeshAgrawal,6894,1524,10765,1068,Politics UK,@PolitlcsUK,
['https://nitter.poast.org/pic/orig/media%2FGMmmm7iXgAA0B-N.jpg'],Rajesh Agrawal retweeted,,Sadiq Khan,@SadiqKhan,retweet,"May 2, 2024 · 9:13 PM UTC",7,233,52,"6,121","15 hours. Hundreds of doors knocked. 42,000 steps. 

Thank you to everyone who volunteered, who gave up their time, and who voted. ❤️🙏🏿",https://nitter.poast.org/SadiqKhan/status/1786141919363448885#m,Rajesh Agrawal,RajeshAgrawal,6894,1524,10765,1068,Sadiq Khan,@SadiqKhan,
['https://nitter.poast.org/pic/orig/media%2FGMluEk1XwAAD5S5.jpg'],,,,,tweet,"May 2, 2024 · 5:06 PM UTC",1,6,,20,Very energetic and non stop campaigning going on in Leicester East for @Rory_Palmer for Police & Crime Commissioner. 🌹,https://nitter.poast.org/RajeshAgrawal/status/1786079773912916278#m,Rajesh Agrawal,RajeshAgrawal,6894,1524,10765,1068,Rajesh Agrawal,@RajeshAgrawal,
['https://nitter.poast.org/pic/orig/media%2FGMjpFHeboAA9kBF.jpg'],Rajesh Agrawal retweeted,,Rajesh Thind,@RajeshThind,retweet,"May 2, 2024 · 7:25 AM UTC",1,4,,13,This little person is one of the reasons I am voting for @SadiqKhan. I want my daughter to grow up in a city with cleaner air where her health & future is a priority for our political leaders. Susan Hall would set this city back decades in the battle against air pollution. Vote!,https://nitter.poast.org/RajeshThind/status/1785933549398556804#m,Rajesh Agrawal,RajeshAgrawal,6894,1524,10765,1068,Rajesh Thind,@RajeshThind,
['https://nitter.poast.org/pic/orig/media%2FGMkt-vdWoAAeKHY.jpg'],,,,,tweet,"May 2, 2024 · 12:26 PM UTC",,,,4,"Many people in the country today will be voting to elect their Mayor, Assembly Member, Councillor and/or PCC. 

If you are eligible to vote in today’s local elections. Please do go out and vote! 🗳️",https://nitter.poast.org/RajeshAgrawal/status/1786009290953605145#m,Rajesh Agrawal,RajeshAgrawal,6894,1524,10765,1068,Rajesh Agrawal,@RajeshAgrawal,
"['https://nitter.poast.org/pic/orig/media%2FGMkB0D-XQAAiMDz.jpg', 'https://nitter.poast.org/pic/orig/media%2FGMkB0D8XoAEj8I4.jpg', 'https://nitter.poast.org/pic/orig/media%2FGMkB0D7WUAAVtRs.jpg']",,,,,tweet,"May 2, 2024 · 9:13 AM UTC",,2,,2,Such a pleasure to attend the National Council of Gujarati Organisations UK (NCGO UK) Gujarat Day   celebrations yesterday along with CB Patel of Gujarat Samachar and other Gujarati community leaders. #GujaratFoundationDay,https://nitter.poast.org/RajeshAgrawal/status/1785960727678751226#m,Rajesh Agrawal,RajeshAgrawal,6894,1524,10765,1068,Rajesh Agrawal,@RajeshAgrawal,
['https://nitter.poast.org/pic/orig/media%2FGMhDoNAXUAAmxzC.jpg'],,,,,tweet,"May 1, 2024 · 7:22 PM UTC",,2,,5,"ગુજરાત દિવસ પર ગુજરાતી સમુદાયને હૃદયપૂર્વક શુભેચ્છાઓ! જય જય ગરવી ગુજરાત! #ગુજરાતદિવસ

Heartiest greetings to the Gujarati community on Gujarat Day! Jay Jay Garvi Gujarat! #GujaratDay",https://nitter.poast.org/RajeshAgrawal/status/1785751639447458284#m,Rajesh Agrawal,RajeshAgrawal,6894,1524,10765,1068,Rajesh Agrawal,@RajeshAgrawal,
['https://nitter.poast.org/pic/orig/media%2FGMgWiXeXoAEAPfz.jpg'],Rajesh Agrawal retweeted,,Rory Palmer,@Rory_Palmer,retweet,"May 1, 2024 · 4:05 PM UTC",15,15,1,74,Great to have my good friend and Labour’s Chief Whip in the House of Lords @LordRoyKennedy with us on the campaign trail today #VoteLabour,https://nitter.poast.org/Rory_Palmer/status/1785702036786249783#m,Rajesh Agrawal,RajeshAgrawal,6894,1524,10765,1068,Rory Palmer,@Rory_Palmer,
[],Rajesh Agrawal retweeted,,Bernard Donoghue,@bernarddonoghue,retweet,"May 1, 2024 · 8:00 AM UTC",,9,,16,"As co-chair of the London tourism recovery board, created during the pandemic, I know that we wouldn’t have recovered our international and domestic markets so quickly, & attracted huge spending to London without @SadiqKhan ‘s leadership, advocacy and funding. He’s got my vote.",https://nitter.poast.org/bernarddonoghue/status/1785579926877294896#m,Rajesh Agrawal,RajeshAgrawal,6894,1524,10765,1068,Bernard Donoghue,@bernarddonoghue,
[],,,,,tweet,"May 1, 2024 · 10:44 AM UTC",,,,1,"Great to see London businesses back @SadiqKhan as the most pro business @MayorofLondon 

Sadiq has continued to support & champion businesses against the backdrop of botched Brexit, the pandemic and the huge rise in cost of doing business crisis. 

 cityam.com/exclusive-canary-…",https://nitter.poast.org/RajeshAgrawal/status/1785621434582048993#m,Rajesh Agrawal,RajeshAgrawal,6894,1524,10765,1068,Rajesh Agrawal,@RajeshAgrawal,
[],Rajesh Agrawal retweeted,,Sadiq Khan,@SadiqKhan,retweet,"Apr 29, 2024 · 7:18 PM UTC","6,417",935,519,"4,438","My message to Londoners: 

I love our city. Being Mayor is the privilege of my life and the best job in the world.

If I'm re-elected, my plans will make London fairer, safer and greener for everyone.

If you love London, vote for it.",https://nitter.poast.org/SadiqKhan/status/1785025811067572735#m,Rajesh Agrawal,RajeshAgrawal,6894,1524,10765,1068,Sadiq Khan,@SadiqKhan,
[],,,,@RachelReevesMP,quote,"Apr 25, 2024 · 1:06 PM UTC",,,1,2,Spot on!,https://nitter.poast.org/RajeshAgrawal/status/1783482820179980696#m,Rajesh Agrawal,RajeshAgrawal,6894,1524,10765,1068,Rajesh Agrawal,@RajeshAgrawal,"If I become Chancellor, I will work hand in hand with business to grow our economy.

It is only by unlocking business investment that we can lift living ­standards and achieve our potential.
thetimes.co.uk/article/41609…"
['https://nitter.poast.org/pic/orig/media%2FGL84DpGXYAEoTQl.jpg'],Rajesh Agrawal retweeted,,Nancy Pelosi,@SpeakerPelosi,retweet,"Apr 24, 2024 · 6:45 PM UTC","3,374",924,467,"7,286","Today, I was pleased to meet with @MayorofLondon Sadiq Khan to support his leadership and discuss his efforts to achieve a fairer and more equitable London for all.",https://nitter.poast.org/SpeakerPelosi/status/1783205617286385897#m,Rajesh Agrawal,RajeshAgrawal,6894,1524,10765,1068,Nancy Pelosi,@SpeakerPelosi,
['https://nitter.poast.org/pic/orig/media%2FGL83EoPaQAAZYZQ.jpg'],Rajesh Agrawal retweeted,,Keir Starmer,@Keir_Starmer,retweet,"Apr 24, 2024 · 6:44 PM UTC","1,562",398,214,"2,880","Great to speak with @SpeakerPelosi today. 

Always good to talk about politics in the UK and US, the unique bond between our two countries and how our collective values can bring prosperity and security across the world.",https://nitter.poast.org/Keir_Starmer/status/1783205489482084364#m,Rajesh Agrawal,RajeshAgrawal,6894,1524,10765,1068,Keir Starmer,@Keir_Starmer,
['https://nitter.poast.org/pic/orig/media%2FGL2LtACWYAA3BSp.jpg'],,,,,tweet,"Apr 23, 2024 · 11:33 AM UTC",,,,1,#HappyStGeorgesDay,https://nitter.poast.org/RajeshAgrawal/status/1782734637241966672#m,Rajesh Agrawal,RajeshAgrawal,6894,1524,10765,1068,Rajesh Agrawal,@RajeshAgrawal,
"['https://nitter.poast.org/pic/orig/media%2FGLwteE5XMAAK2D6.jpg', 'https://nitter.poast.org/pic/orig/media%2FGLwteGoXQAEYo4d.jpg', 'https://nitter.poast.org/pic/orig/media%2FGLwteI6WkAA5LOF.jpg']",Rajesh Agrawal retweeted,,Seema Malhotra MP💙,@SeemaMalhotra1,retweet,"Apr 22, 2024 · 10:04 AM UTC",,4,,4,"Pleased to join @ISKCON_Manor for #RamNavami celebrations on Sunday. The Manor was bought by the late George Harrison and is a centre of prayer, meditation and worship by Krishna devotees. @PrimeshPatel @RajeshAgrawal",https://nitter.poast.org/SeemaMalhotra1/status/1782349831635095894#m,Rajesh Agrawal,RajeshAgrawal,6894,1524,10765,1068,Seema Malhotra MP💙,@SeemaMalhotra1,
['https://nitter.poast.org/pic/orig/media%2FGLt5yP9XcAA5VmU.jpg'],Rajesh Agrawal retweeted,,Primesh Patel,@PrimeshPatel,retweet,"Apr 21, 2024 · 8:58 PM UTC",,4,1,22,An absolute pleasure to join thousands of devotees at ISKCON Bhaktivedanta Manor today for Rama Navami festivities with @SeemaMalhotra1,https://nitter.poast.org/PrimeshPatel/status/1782151988240691391#m,Rajesh Agrawal,RajeshAgrawal,6894,1524,10765,1068,Primesh Patel,@PrimeshPatel,
[],Rajesh Agrawal retweeted,,Romail Gulzar FRSA,@RomailGulzar,retweet,"Apr 18, 2024 · 9:50 AM UTC",1,2,,7,Is Leicester England’s ‘Curry Capital’?,https://nitter.poast.org/RomailGulzar/status/1780896744902979752#m,Rajesh Agrawal,RajeshAgrawal,6894,1524,10765,1068,Romail Gulzar FRSA,@RomailGulzar,
[],Rajesh Agrawal retweeted,,Jonathan Reynolds,@jreynoldsMP,retweet,"Apr 17, 2024 · 4:47 PM UTC",207,153,12,594,"Delighted that Labour has won the trust of so many business leaders.

It is clear that business has had enough of Conservative chaos and wants the stability to prosper that only Labour can provide.

cityam.com/exclusive-busines…",https://nitter.poast.org/jreynoldsMP/status/1780639292571754740#m,Rajesh Agrawal,RajeshAgrawal,6894,1524,10765,1068,Jonathan Reynolds,@jreynoldsMP,
[],Rajesh Agrawal retweeted,,David Lammy,@DavidLammy,retweet,"Apr 17, 2024 · 7:51 AM UTC",656,108,267,330,"Progressive Realism will underpin @UKLabour's foreign policy approach.

It takes the world as it is. Not as we wish it to be. It is realist means for progressive ends.

Today I’ve published ‘The Case for Progressive Realism’ in @ForeignAffairs 👇🏿
foreignaffairs.com/united-ki…",https://nitter.poast.org/DavidLammy/status/1780504319378256004#m,Rajesh Agrawal,RajeshAgrawal,6894,1524,10765,1068,David Lammy,@DavidLammy,
['https://nitter.poast.org/pic/orig/media%2FGLMSN8nXYAAIx7b.jpg'],Rajesh Agrawal retweeted,,Sadiq Khan,@SadiqKhan,retweet,"Apr 15, 2024 · 8:18 AM UTC",,399,35,"1,431","The last time Labour was in government, we made real progress in tackling rough sleeping. 

This year Londoners have the chance to have a Labour Mayor and Labour Government working together to end rough sleeping in London. 

That starts with voting Labour on 2 May.",https://nitter.poast.org/SadiqKhan/status/1779786319972954588#m,Rajesh Agrawal,RajeshAgrawal,6894,1524,10765,1068,Sadiq Khan,@SadiqKhan,
['https://nitter.poast.org/pic/orig/media%2FGLE5Dl7XgAApLKd.jpg'],Rajesh Agrawal retweeted,,Keir Starmer,@Keir_Starmer,retweet,"Apr 13, 2024 · 9:52 PM UTC","7,412",895,"1,851","6,009",My statement on the Iranian regime’s attack on Israel.,https://nitter.poast.org/Keir_Starmer/status/1779266317532475699#m,Rajesh Agrawal,RajeshAgrawal,6894,1524,10765,1068,Keir Starmer,@Keir_Starmer,
['https://nitter.poast.org/pic/orig/media%2FGLEeTNiWIAEik9y.jpg'],Rajesh Agrawal retweeted,,The Royal Family,@RoyalFamily,retweet,"Apr 13, 2024 · 7:54 PM UTC",54,226,12,"1,971",Wishing Sikhs across the UK and around the world a very happy #Vaisakhi,https://nitter.poast.org/RoyalFamily/status/1779236648984646100#m,Rajesh Agrawal,RajeshAgrawal,6894,1524,10765,1068,The Royal Family,@RoyalFamily,
['https://nitter.poast.org/pic/orig/media%2FGLCLe6TWQAAT5pH.jpg'],,,,,tweet,"Apr 13, 2024 · 9:12 AM UTC",1,2,,13,#HappyVaisakhi,https://nitter.poast.org/RajeshAgrawal/status/1779075223981101425#m,Rajesh Agrawal,RajeshAgrawal,6894,1524,10765,1068,Rajesh Agrawal,@RajeshAgrawal,
"['https://nitter.poast.org/pic/orig/media%2FGLCHKu8XoAAHgJW.jpg', 'https://nitter.poast.org/pic/orig/media%2FGLCHKvGXIAAHZYt.jpg']",,,,,tweet,"Apr 13, 2024 · 8:53 AM UTC",1,1,,7,"Great to attend the Nachural Entrepreneurship Awards at the King Power Stadium in Leicester last night. Met some fantastic entrepreneurs from across the Midlands. 

Thank you to @ninderjohal for his relentless work to promote & celebrate entrepreneurship. 

@NachuralEvents",https://nitter.poast.org/RajeshAgrawal/status/1779070482244895018#m,Rajesh Agrawal,RajeshAgrawal,6894,1524,10765,1068,Rajesh Agrawal,@RajeshAgrawal,
['https://nitter.poast.org/pic/orig/media%2FGK3pJokXsAALN4S.jpg'],,,,@UKinIndia,quote,"Apr 11, 2024 · 3:04 PM UTC",,,,3,Many congratulations @Lindy_Cameron. Wish you the very best and looking forward to working with you.,https://nitter.poast.org/RajeshAgrawal/status/1778438864085909686#m,Rajesh Agrawal,RajeshAgrawal,6894,1524,10765,1068,Rajesh Agrawal,@RajeshAgrawal,"Lindy Cameron has been appointed British High Commissioner to India. 

👉 @Lindy_Cameron 

gov.uk/government/news/chang…"
['https://nitter.poast.org/pic/orig/media%2FGKrbT_GXwAAt7I_.jpg'],Rajesh Agrawal retweeted,,Sadiq Khan,@SadiqKhan,retweet,"Apr 10, 2024 · 8:48 PM UTC",2,163,18,762,"Defiance has been harrowing to watch. For many Londoners it's been triggering to remember how things were. 

To all those heroes who fought back, some of whom I am proud to call friends: thank you. 

It’s a reminder to ensure different perspectives of our history are told, and also the need for vigilance in light of recent language we've seen from mainstream politicians. #Defiance",https://nitter.poast.org/SadiqKhan/status/1778163171565453336#m,Rajesh Agrawal,RajeshAgrawal,6894,1524,10765,1068,Sadiq Khan,@SadiqKhan,
['https://nitter.poast.org/pic/orig/media%2FGKwWmtBW0AAdk3Z.jpg'],,,,,tweet,"Apr 9, 2024 · 10:08 PM UTC",1,,,4,#EidAlFitr,https://nitter.poast.org/RajeshAgrawal/status/1777820826575757803#m,Rajesh Agrawal,RajeshAgrawal,6894,1524,10765,1068,Rajesh Agrawal,@RajeshAgrawal,
"['https://nitter.poast.org/pic/orig/media%2FGKQyIdaWcAA-QYJ.jpg', 'https://nitter.poast.org/pic/orig/media%2FGKQyId3XoAAgHuL.jpg', 'https://nitter.poast.org/pic/orig/media%2FGKQyQRjXUAAdDzV.jpg', 'https://nitter.poast.org/pic/orig/media%2FGKQyN_QWkAAgv4k.jpg']",Rajesh Agrawal retweeted,,Sadiq Khan,@SadiqKhan,retweet,"Apr 3, 2024 · 7:01 PM UTC",1,29,9,143,"Great to join @RachelReevesMP at @TheCrick, a global beacon of life sciences research and biomedical discovery.

Our plan for growth will focus on the fastest growing sectors for London's economy: AI, fintech, climate tech, and life sciences.",https://nitter.poast.org/SadiqKhan/status/1775599466436837671#m,Rajesh Agrawal,RajeshAgrawal,6894,1524,10765,1068,Sadiq Khan,@SadiqKhan,
['https://nitter.poast.org/pic/orig/media%2FGJ_i55xWEAARflP.jpg'],,,,,tweet,"Mar 31, 2024 · 10:40 AM UTC",,,,8,#HappyEaster,https://nitter.poast.org/RajeshAgrawal/status/1774386270149505210#m,Rajesh Agrawal,RajeshAgrawal,6894,1524,10765,1068,Rajesh Agrawal,@RajeshAgrawal,
['https://nitter.poast.org/pic/orig/media%2FGJ7RPuOW8AAclvd.jpg'],Rajesh Agrawal retweeted,,Steve Bonham,@SteveBonham8,retweet,"Mar 30, 2024 · 5:11 PM UTC",,2,,2,"Promoting Labour's New Deal for working People. Many struggling with the cost of living and  insecure, irregular work.  Short hours or unemployed with the rapid decline in Leicester textile factories. Rajesh's experience in generating new jobs while Deputy Mayor of London useful",https://nitter.poast.org/SteveBonham8/status/1774122212120777112#m,Rajesh Agrawal,RajeshAgrawal,6894,1524,10765,1068,Steve Bonham,@SteveBonham8,
['https://nitter.poast.org/pic/orig/media%2FGJ7RPuOW8AAclvd.jpg'],,,,,tweet,"Mar 30, 2024 · 2:44 PM UTC",,,1,10,Quick pitstop for a chai on this busy campaigning weekend. ☕️🌹,https://nitter.poast.org/RajeshAgrawal/status/1774085395187167432#m,Rajesh Agrawal,RajeshAgrawal,6894,1524,10765,1068,Rajesh Agrawal,@RajeshAgrawal,
['https://nitter.poast.org/pic/orig/media%2FGJq7AtUXUAA_MRa.jpg'],,,,,tweet,"Mar 27, 2024 · 10:33 AM UTC",3,1,,5,"Beautiful Ramadan lights in London’s Westend. #RAMADAN 

@AzizFndn @ramadanlightsUK",https://nitter.poast.org/RajeshAgrawal/status/1772935032694345729#m,Rajesh Agrawal,RajeshAgrawal,6894,1524,10765,1068,Rajesh Agrawal,@RajeshAgrawal,
"['https://nitter.poast.org/pic/orig/media%2FGJlRGBQXQAAXmsR.jpg', 'https://nitter.poast.org/pic/orig/media%2FGJlRGAZWsAAAqN-.jpg', 'https://nitter.poast.org/pic/orig/media%2FGJlRGBAXgAAgQDG.jpg']",Rajesh Agrawal retweeted,,Keir Starmer,@Keir_Starmer,retweet,"Mar 26, 2024 · 8:13 AM UTC",334,174,17,"1,241","Great to join Holi celebrations last night and recognise the enormous contribution of the British Indian community across the UK. 

I hope all those celebrating had a Happy Holi.",https://nitter.poast.org/Keir_Starmer/status/1772537459340964156#m,Rajesh Agrawal,RajeshAgrawal,6894,1524,10765,1068,Keir Starmer,@Keir_Starmer,
"['https://nitter.poast.org/pic/orig/media%2FGJi6WMXXoAAjFTK.jpg', 'https://nitter.poast.org/pic/orig/media%2FGJi6cADWQAAez8p.jpg', 'https://nitter.poast.org/pic/orig/media%2FGJi6dMbXgAANbOm.jpg', 'https://nitter.poast.org/pic/orig/media%2FGJi6hxbXYAEOurO.jpg']",Rajesh Agrawal retweeted,,Sadiq Khan,@SadiqKhan,retweet,"Mar 25, 2024 · 9:14 PM UTC",,113,8,894,"This is London: breaking my #Ramadan fast tonight at a #Holi event with @Keir_Starmer.

This Hindu festival is one of the most vivid, joyous festivals marked anywhere in the world.

Great to join celebrations across our city today - showing our diversity is our strength.",https://nitter.poast.org/SadiqKhan/status/1772371550534070506#m,Rajesh Agrawal,RajeshAgrawal,6894,1524,10765,1068,Sadiq Khan,@SadiqKhan,
[],Rajesh Agrawal retweeted,,Sadiq Khan,@SadiqKhan,retweet,"Mar 25, 2024 · 8:23 AM UTC",2,209,25,"1,291","Today marks #Holi - the Hindu festival of colour, love and new hope. 

London's Hindu community make an enormous contribution to our city.

To everyone celebrating: Happy Holi!",https://nitter.poast.org/SadiqKhan/status/1772177406335320200#m,Rajesh Agrawal,RajeshAgrawal,6894,1524,10765,1068,Sadiq Khan,@SadiqKhan,
['https://nitter.poast.org/pic/orig/media%2FGJbSW71W4AA9T7J.jpg'],,,,,tweet,"Mar 24, 2024 · 9:41 AM UTC",1,1,,7,#HappyHoli,https://nitter.poast.org/RajeshAgrawal/status/1771834798543131002#m,Rajesh Agrawal,RajeshAgrawal,6894,1524,10765,1068,Rajesh Agrawal,@RajeshAgrawal,
